,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,n_words,vader_sentiment,rel_char_len
14972,11912865,CrashPadsUSA for Airline Crew. Nightly HOTBEDS,63560790,A.B.,Queens,Kew Gardens,40.70375,-73.8304,Shared room,45,1,17,2019-05-19,0.72,2,365,7,0.0,0.92
16245,13098452,"3-6month SUBLET Sparkling, spacious, Manhattan 3BR",4942450,Sacha,Manhattan,Washington Heights,40.85073,-73.93851,Entire home/apt,126,68,17,2018-11-10,0.47,1,0,8,0.296,1.0
2966,1728339,Large Room in Landmark House,8792814,Caroline,Brooklyn,Prospect-Lefferts Gardens,40.66231,-73.95394,Private room,84,1,60,2019-06-26,1.05,10,302,5,0.0772,0.56
18933,15040421,"Private Cozy, Comfy & Bright Room!",8048355,Vivian,Manhattan,East Harlem,40.79639,-73.9347,Private room,55,7,3,2019-05-15,0.09,1,215,8,0.4926,0.68
22401,18091600,Amazingly Charming 2 BR in Historic Harlem,709334,Julie,Manhattan,Harlem,40.80353,-73.94707,Entire home/apt,250,2,14,2019-04-17,0.55,2,296,7,0.624,0.84
34078,27001229,Cozy quite room for 2,149296850,Septina,Brooklyn,Bedford-Stuyvesant,40.69359,-73.93911,Private room,80,2,3,2018-10-02,0.26,4,82,5,0.0,0.42
45840,34974799,Stylish 1 bd apartment in the heart of NYC,49225732,Lisa,Manhattan,Hell's Kitchen,40.76537,-73.98487,Entire home/apt,173,1,4,2019-06-17,4.0,1,120,9,0.0,0.84
35635,28291704,Mott Haven Dorm-Bed A,174785358,Rem,Bronx,Port Morris,40.8102,-73.93147,Shared room,28,1,18,2019-06-20,1.93,7,60,4,0.0,0.42
27832,21815831,Private Master BedRoom with Private bath in NYC,24528756,Hamza,Manhattan,Hell's Kitchen,40.76617,-73.9883,Private room,170,1,3,2017-11-26,0.15,1,0,8,0.0,0.94
11206,8682875,Stylish 1 BDR in Upper East Side,45595980,Tny,Manhattan,Upper East Side,40.76942,-73.96705,Entire home/apt,155,30,7,2019-05-03,0.19,12,52,7,0.0,0.64
36578,29081056,Cozy & Large NYC Private Suite!,48954003,Bradley,Bronx,Olinville,40.88453,-73.86273,Private room,80,2,20,2019-05-03,2.2,1,188,7,0.0,0.62
24089,19412207,Two bridges high end studio manhattan,49123284,Kyriaki,Manhattan,Two Bridges,40.71109,-73.99616,Entire home/apt,145,6,42,2019-06-15,2.13,2,221,6,0.0,0.74
3292,1967045,Top Floor Brooklyn Pad 1.5Bd/1Bth,9975193,Julianna & Lawrence,Brooklyn,Park Slope,40.67694,-73.9813,Entire home/apt,180,3,6,2018-07-30,0.13,1,0,5,0.2023,0.66
10505,8055721,Private Garden View in Brownstone Near Subway,40176101,Brady,Brooklyn,Bedford-Stuyvesant,40.69022,-73.93077,Private room,79,1,291,2019-06-29,6.26,7,26,7,0.0,0.9
19455,15520503,Artsy room in warehouse style apartment,10966079,Ward,Brooklyn,Williamsburg,40.70915,-73.96102,Private room,80,4,116,2019-06-26,3.5,2,133,6,0.0,0.78
2540,1312228,NYC - CLINTON HILL - FURNISHED ROOM,7130382,Walter,Brooklyn,Clinton Hill,40.68371,-73.96461,Private room,55,1,3,2015-12-20,0.06,2,343,7,0.0,0.7
36359,28918915,B2. Shared room for 4-5 guests,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,40.66076,-73.94547,Shared room,30,2,5,2019-04-12,0.55,6,352,7,0.34,0.6
16080,12990926,Cozy private bedroom close to Manhattan,2736755,Marian,Queens,Astoria,40.7691,-73.91994,Private room,63,7,1,2017-01-02,0.03,2,0,6,0.0,0.78
38860,30418220,Aziza's Cosy Apartment,59917137,Aziza,Manhattan,Harlem,40.8206,-73.93779,Private room,65,5,1,2019-01-02,0.16,1,0,4,0.0,0.44
3942,2453739,Awesome Child Friendly Apartment!,6369087,Andrea,Brooklyn,Crown Heights,40.67652,-73.95713,Entire home/apt,100,5,7,2018-08-21,0.11,1,0,5,0.8221,0.66
40483,31382465,Modern Studio near Bushwick & Train,59808986,Elen,Queens,Ridgewood,40.69766,-73.90354,Entire home/apt,100,1,42,2019-07-06,7.12,3,121,6,0.0,0.7
27973,21869167,Manhattan - Private Room - 1 mn Subway/Metro,57002433,Lucile,Manhattan,East Harlem,40.8001,-73.94081,Private room,69,1,77,2019-06-22,4.0,2,0,8,0.0,0.88
47480,35763026,Beautiful location for enjoy in NYC,188498431,Han,Queens,Sunnyside,40.7388,-73.92282,Private room,65,2,3,2019-07-06,3.0,6,347,6,0.7964,0.7
35860,28464743,Private bedroom with great location,11320557,Bojan,Manhattan,Chinatown,40.71624,-73.99995,Private room,100,2,35,2019-06-26,4.32,1,6,5,0.6249,0.7
29750,22863062,Beautiful 2-br Apt in the Heart of Williamsburg,1678861,Efrat,Brooklyn,Greenpoint,40.72016,-73.95462,Entire home/apt,275,2,3,2018-09-03,0.22,1,0,8,0.5994,0.94
37476,29738205,Beautiful Private Small Room with 2 Beds,72957132,Niko,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95499,Private room,63,2,13,2019-06-18,1.72,3,321,7,0.5994,0.8
7799,5926854,Modern Studio Loft in Downtown NYC,557157,Sumit,Manhattan,NoHo,40.72951,-73.99203,Entire home/apt,179,1,28,2017-11-25,0.54,1,0,6,0.0,0.68
19331,15423552,Manhattan Upper West Side 1 BR by Central Park,98853519,Joe,Manhattan,Upper West Side,40.80209,-73.96196,Entire home/apt,174,4,12,2019-01-03,0.44,1,0,9,0.0,0.92
29892,23006397,"Spacious, private East Village studio",14328715,Asya,Manhattan,East Village,40.72957,-73.98724,Entire home/apt,150,2,6,2018-03-04,0.35,1,0,6,0.0,0.74
40889,31801375,East Flatbush,238321827,Denise,Brooklyn,East Flatbush,40.65057,-73.92383,Private room,37,1,51,2019-06-28,9.56,1,341,2,0.0,0.26
35563,28226667,BP- BEAUTIFUL COZY  ROOM FOR 2 NEAR MANHATTAN wifi,213208277,Darry,Brooklyn,Borough Park,40.64189,-73.99357,Private room,60,5,5,2019-07-01,0.53,8,364,9,0.6841,1.0
24745,19871726,"Prime Wburg, spacious and sunny",22549130,Zaid,Brooklyn,Williamsburg,40.7134,-73.944,Entire home/apt,116,3,6,2018-08-26,0.26,1,0,6,0.4215,0.62
18402,14467602,2500 Square Foot Artist Flat,89158733,Alex,Manhattan,Two Bridges,40.71073,-73.99311,Private room,130,120,2,2016-08-15,0.06,2,229,5,0.0,0.56
41356,32209753,One of a kind Loft in Brooklyn,241059711,Saira,Brooklyn,Crown Heights,40.6786,-73.96308,Entire home/apt,450,1,2,2019-04-21,0.52,1,204,7,0.5267,0.6
6482,4714854,Cozy 2BR in the UES (MIN 30 DAYS),23772724,Elem,Manhattan,Upper East Side,40.78171,-73.94617,Entire home/apt,99,30,6,2019-03-10,0.15,15,225,10,0.0,0.66
507,181972,Gorgeous Entire Manhattan Townhouse,872121,Rosario,Manhattan,Harlem,40.8296,-73.94651,Entire home/apt,199,2,111,2019-06-02,1.17,1,12,4,0.6124,0.7
20017,16026000,Nice Manhattan bedroom,34320426,Manny Lucas,Manhattan,Midtown,40.75976,-73.97178,Private room,90,1,6,2017-04-07,0.19,1,0,3,0.4215,0.44
30948,23979650,Charming Bedroom in Luxury Highrise w/ Gym & Sauna,50698186,Tsilala,Manhattan,Financial District,40.70851,-74.0137,Private room,80,2,4,2019-01-02,0.27,1,0,9,0.5859,1.0
3523,2104910,SPACIOUS APT BK/QUEENS w/BACKYARD!,10643810,Alex,Queens,Ridgewood,40.70988,-73.90845,Entire home/apt,99,2,57,2017-03-08,0.89,1,42,5,0.0,0.68
42987,33376169,BedStuy Private Room (D6),6206040,Linda,Brooklyn,Bedford-Stuyvesant,40.6905,-73.93038,Private room,49,2,6,2019-06-28,2.17,8,226,6,0.0,0.5
24500,19711512,"Cozy, Cool, Mid Century Modern Apt in Boerum Hill",1024251,Michael,Brooklyn,Boerum Hill,40.68807,-73.98161,Entire home/apt,170,2,21,2018-08-21,0.86,1,9,11,0.3182,0.98
5830,4256091,Charming West Village Apartment ,1542713,Brandon,Manhattan,West Village,40.73539,-74.00818,Entire home/apt,175,2,105,2019-05-04,1.88,1,276,4,0.5859,0.64
21911,17618772,"Entire Huge 1 bd Apartment, Brooklyn Living",10015020,Jonathan,Brooklyn,Crown Heights,40.66391,-73.93551,Entire home/apt,88,4,66,2019-06-03,2.35,1,0,8,0.3182,0.86
1629,741354,Simple and cozy place on the beach,2577615,Ella,Brooklyn,Brighton Beach,40.57728,-73.95362,Entire home/apt,73,30,21,2017-04-18,0.26,1,251,7,0.0,0.68
28435,22067499,Live in Williamsburg - Only 2 stops from Manhattan,22758387,Roy,Brooklyn,Williamsburg,40.71816,-73.95031,Private room,47,1,32,2018-12-16,1.73,1,0,9,-0.1531,1.0
1313,573870,Central Park West/ 80s One bedroom!,1385157,Brian,Manhattan,Upper West Side,40.78292,-73.97438,Entire home/apt,120,30,18,2019-05-27,0.22,5,337,7,0.0,0.7
13983,10634636,Cozy room 15mins Manhattan & 10 LGA,697477,Kesang,Queens,Woodside,40.75427,-73.90646,Private room,55,1,54,2019-06-21,1.28,1,297,7,0.0,0.7
4854,3461872,Private BR in 3 BR Apt - E. Harlem,5220670,Jonathon,Manhattan,East Harlem,40.80278,-73.94001,Private room,75,1,3,2015-10-04,0.05,1,0,9,0.0,0.68
35634,28290447,Entire fully furnished 1 Bed/1 Bath w/French Doors,213650814,Joshua,Manhattan,Harlem,40.8072,-73.94383,Entire home/apt,149,5,17,2019-04-25,1.95,1,3,8,0.0,1.0
17901,14025561,MTW- Steffanie,83933642,Mona,Manhattan,Theater District,40.7607,-73.98347,Entire home/apt,130,30,1,2019-05-05,0.45,1,188,2,0.0,0.28
30571,23660722,Beauty Renovated  1br +Balcony fully furnished!,26584499,Ofir,Manhattan,Upper West Side,40.78299,-73.98318,Entire home/apt,150,31,1,2018-06-01,0.07,8,332,7,0.6239,0.94
23166,18753406,Large King size bed private entrance 5 mins to NYC,51459559,Rossana,Queens,Astoria,40.75777,-73.91577,Private room,69,5,17,2018-06-03,0.65,2,208,10,0.0,1.0
2354,1146534,furnished br in 2 br share in WV,6286114,Stephen,Manhattan,West Village,40.73614,-74.00634,Private room,64,5,42,2019-04-10,0.56,1,0,8,0.296,0.64
8346,6421011,"Cozy ""Jr."" 1B, historic brownstone",33499491,Seth,Brooklyn,Crown Heights,40.67699,-73.95179,Entire home/apt,110,1,5,2016-01-01,0.1,1,0,8,0.0,0.68
14412,11293006,Queen Bedroom in East Village,59007500,Matt,Manhattan,East Village,40.72814,-73.97995,Private room,85,1,4,2016-07-24,0.11,1,0,5,0.0,0.58
12774,9766228,Deluxe Williamsburg Apartment,38297722,Joe,Brooklyn,Williamsburg,40.71691,-73.93953,Entire home/apt,200,2,1,2016-01-03,0.02,1,0,3,0.0,0.58
30876,23903645,It's Quiet Uptown,105699183,Crystal,Manhattan,Harlem,40.82718,-73.94883,Entire home/apt,65,6,2,2019-01-03,0.13,2,9,4,0.0,0.34
7321,5396325,Clean and Cozy in Greenpoint/W'burg,1721426,Ashia,Brooklyn,Greenpoint,40.72559,-73.95384,Entire home/apt,167,5,2,2015-06-09,0.04,1,0,5,0.4019,0.7
34565,27406558,Cozy home in friendly & hip Bushwick near subway,8245652,Cazzie,Brooklyn,Bushwick,40.69667,-73.90806,Entire home/apt,120,2,6,2019-03-24,0.77,2,0,9,0.4939,0.96
23034,18650569,A Home Base in Brooklyn,35881969,John,Brooklyn,Williamsburg,40.70545,-73.94714,Private room,58,1,96,2019-06-15,3.82,2,79,5,0.0,0.46
29990,23090298,Spacious apartment across from train station,171483814,Algin,Brooklyn,Flatbush,40.65331,-73.96271,Private room,58,2,2,2018-04-09,0.12,1,0,6,0.0,0.88
620,234870,Private Room With GREAT Location,1229984,John,Queens,Long Island City,40.74581,-73.95295,Private room,75,30,65,2017-07-31,0.74,3,219,5,0.7034,0.64
5980,4378816,"Room in Bushwick Brooklyn NYC, LG KITCHEN & YARD",21902316,Amy,Brooklyn,Bushwick,40.70253,-73.92898,Private room,60,2,63,2019-06-17,1.68,2,352,10,0.0,0.96
1723,780858,"Charming Fort Greene studio, dream location",4118217,Peter,Brooklyn,Fort Greene,40.68798,-73.97442,Entire home/apt,145,7,4,2018-11-03,0.05,1,36,7,0.7003,0.86
29743,22860511,Large Queen Room in Beautiful Artist Loft,501456,Aaron,Brooklyn,Greenpoint,40.73531,-73.95631,Private room,58,3,9,2018-11-24,0.52,4,25,7,0.5994,0.82
17499,13769222,Cozy room in artsy Bushwick home,80780369,Lauren,Queens,Ridgewood,40.71118,-73.9151,Private room,35,1,2,2016-08-16,0.06,1,0,6,0.0,0.64
38634,30370124,Cozy Room 1,213781715,Anting,Brooklyn,Downtown Brooklyn,40.69839,-73.98758,Private room,119,1,1,2019-05-27,0.68,33,365,3,0.0,0.22
11001,8501697,Airy private room near E/F/M/R/7 and LGA,938086,Benjamin,Queens,Elmhurst,40.74537,-73.88337,Private room,51,1,12,2018-01-21,0.26,1,0,7,0.0,0.8
24628,19798405,The Astoria House: private 1B apt in NYC,446095,Chris And Nina,Queens,Ditmars Steinway,40.77148,-73.9138,Entire home/apt,170,2,56,2019-06-30,2.91,1,305,9,0.0,0.8
1661,753622,1 Private Bedroom / East Village,869880,Karen,Manhattan,East Village,40.73233,-73.98695,Private room,95,5,64,2019-06-29,0.88,1,316,6,0.0,0.64
32432,25401843,Gorgeous Studio Hideout/w Queen Bed.,34313176,Eddie,Queens,Rego Park,40.71691,-73.86147,Entire home/apt,80,2,42,2019-06-29,3.16,4,307,6,0.6124,0.72
22871,18522181,Beautiful in Brooklyn - Perfect for Groups!,106454216,Steven,Brooklyn,Bushwick,40.68827,-73.91815,Entire home/apt,180,2,54,2019-06-24,2.15,2,308,8,0.8356,0.86
25335,20263650,Light Filled Quiet UWS studio,170094,Lee,Manhattan,Upper West Side,40.79272,-73.97519,Entire home/apt,120,3,6,2018-12-16,0.27,1,0,5,0.0,0.58
13758,10354038,Quaint place in seaside Red  Hook,22423634,Peter,Brooklyn,Red Hook,40.67741,-74.0139,Entire home/apt,95,3,12,2017-09-20,0.3,1,0,6,0.0,0.66
17666,13882858,Serene and Spacious Sunnyside Retreat,80686298,Dean,Queens,Sunnyside,40.74498,-73.91385,Entire home/apt,99,2,2,2016-07-27,0.06,1,0,5,0.5859,0.74
40575,31462754,Private Room in Spacious Apt by Prospect Park,14201257,Jamie,Brooklyn,Flatbush,40.65218,-73.96551,Private room,40,7,4,2019-07-06,0.92,1,1,8,0.296,0.9
36161,28741548,Enjoyable Newly Renovated Private Room,216772639,Ling,Brooklyn,Borough Park,40.63424,-74.00556,Private room,58,1,12,2019-06-21,1.3,7,364,5,0.4404,0.76
37913,29987700,"Spacious, sunny 1 bedroom on the Lower East Side",11729215,Daniela,Manhattan,Lower East Side,40.71391,-73.97747,Entire home/apt,225,2,1,2019-01-01,0.16,1,0,10,0.1531,0.96
1078,453255,"Exciting Lower East Side, Loft Life",2252261,Stephanie,Manhattan,Lower East Side,40.71986,-73.9869,Entire home/apt,225,4,13,2019-04-29,0.15,1,195,7,0.25,0.7
12737,9752005,A Quiet Room in the West Village,4173415,Pedro,Manhattan,West Village,40.73737,-74.00591,Private room,90,1,103,2019-06-27,2.4,1,239,7,0.0,0.64
468,165461,Couldn't Be Closer To Columbia Uni2,867225,Rahul,Manhattan,Morningside Heights,40.80525,-73.95916,Private room,75,5,57,2019-01-01,0.59,2,201,7,0.0,0.7
33029,26055709,Sunlit Private Room One Block off Subway (3 & 4),46201715,Brysen,Brooklyn,Crown Heights,40.66697,-73.93225,Private room,67,1,73,2019-07-03,5.67,1,251,12,-0.4404,0.96
18612,14713599,Williamsburg Dream Loft,5213766,Itay,Brooklyn,Williamsburg,40.70774,-73.94819,Private room,120,2,157,2019-07-01,4.54,1,68,3,0.25,0.46
27227,21514623,Bedroom with terrace in the heart of Clinton Hill,16501606,Camille,Brooklyn,Clinton Hill,40.69471,-73.96633,Private room,100,21,15,2019-06-06,0.97,1,89,9,0.0,0.98
43768,33854406,"Beautiful condo in quiet Parkchester, close to NYC",16851857,Paul,Bronx,Parkchester,40.83516,-73.86024,Entire home/apt,85,2,1,2019-06-24,1.0,4,349,9,0.5994,1.0
8922,6843145,"Perfect, 1 block from Central Park",5361360,Michael,Manhattan,Upper West Side,40.78787,-73.97116,Entire home/apt,200,3,6,2017-07-17,0.16,1,0,7,0.2023,0.68
5278,3817216,Doorman nice 1bd/ United Nations!!,1475015,Mike,Manhattan,Murray Hill,40.74915,-73.97196,Entire home/apt,87,30,7,2019-05-31,0.12,52,340,7,0.7339,0.68
18282,14340142,Private Room & Private Bathroom in NYC Brownstone,43817869,Veronica,Brooklyn,Bedford-Stuyvesant,40.69087,-73.92952,Private room,125,4,55,2018-12-12,1.59,1,0,8,0.0,0.98
28783,22231453,•HEART OF WILLIAMSBURG APARTMENT COZY&PRIVATE•,128793815,Atthaphon,Brooklyn,Williamsburg,40.71917,-73.96079,Private room,55,2,68,2019-07-03,3.67,4,279,7,0.0,0.92
17079,13545453,"West 50th Street, Luxury Svcd Studio Apt",22541573,Ken,Manhattan,Hell's Kitchen,40.76294,-73.98574,Entire home/apt,199,30,1,2018-07-29,0.09,87,329,8,0.0,0.8
22763,18429093,Cozy one bed with balcony and pool,113805886,Yaacov,Manhattan,Upper East Side,40.77822,-73.95136,Entire home/apt,160,31,7,2019-04-10,0.29,33,330,7,0.0,0.68
18126,14187014,Beautiful cozzy apartment in the Upper East Side,85986280,Marushka,Manhattan,Upper East Side,40.76848,-73.96014,Entire home/apt,109,1,25,2019-06-23,0.75,1,0,8,0.5994,0.96
38946,30443961,"Cozy Private Bedroom in NYC ""LES"" Manhattan!",226503876,Chi,Manhattan,Lower East Side,40.71383,-73.98867,Private room,60,5,13,2019-06-30,1.9,2,253,10,0.0,0.88
47625,35836471,Cozy Large Sunny Artist Retreat 10min to Manhattan,269114687,Felicia,Brooklyn,Williamsburg,40.71799,-73.95826,Entire home/apt,188,5,1,2019-06-30,1.0,1,51,8,0.5574,1.0
2680,1430650,"Columbus Circle Comfort, minutes from Times Square",7691518,Brent,Manhattan,Hell's Kitchen,40.768,-73.98695,Private room,99,1,123,2019-06-25,1.99,2,245,8,0.3612,1.0
36117,28709382,Huge bedroom with private half bath prime location,22992959,Eric,Brooklyn,Bushwick,40.70012,-73.92777,Private room,80,2,3,2019-01-03,0.33,1,0,8,0.3182,1.0
12194,9457270,COMFY East Village w loft sleep 6 Coffee included,48320077,Michael,Manhattan,East Village,40.72443,-73.98289,Entire home/apt,199,1,81,2019-07-06,1.91,2,318,9,0.0,0.98
16320,13129607,Spacious Studio in the heart of NYC's East Village,11935406,Brandon,Manhattan,East Village,40.72684,-73.98938,Entire home/apt,123,2,7,2017-02-05,0.2,1,0,10,0.0,1.0
27722,21765794,"Nice private bedroom, prime East Village",154266431,Steven,Manhattan,East Village,40.72419,-73.98294,Private room,95,3,36,2019-07-01,1.83,3,9,7,0.4215,0.8
8101,6248093,BEAUTIFUL UES Apt w/ Door Man,32443084,Jordan,Manhattan,Upper East Side,40.76288,-73.96084,Entire home/apt,130,3,2,2015-12-28,0.04,1,0,6,0.6841,0.58
12829,9789350,Cozy 1 Bedroom in Upper East Side,50455731,Timea,Manhattan,Upper East Side,40.77227,-73.94968,Entire home/apt,139,3,26,2018-01-25,0.6,1,0,7,0.0,0.66
41191,32042717,Home Sweet Home,65786143,Lisa,Brooklyn,Williamsburg,40.70572,-73.94501,Private room,90,2,11,2019-07-02,2.92,1,83,3,0.4588,0.3
11482,8929521,Private studio room - Brownstone - Brooklyn,46690777,Michael,Brooklyn,Crown Heights,40.67653,-73.93766,Private room,88,4,64,2019-05-11,1.44,1,68,7,0.0,0.86
13735,10337217,NYC Sweetheart Studio - Upper East,15310997,Mor,Manhattan,Upper East Side,40.77467,-73.95405,Entire home/apt,100,30,7,2019-02-08,0.21,9,331,6,0.6486,0.68
14266,11062629,room with awesome view,6961443,Victoria,Manhattan,Midtown,40.75957,-73.96802,Private room,70,1,1,2016-02-15,0.02,2,0,4,0.6249,0.44
14987,11933676,Soho PH 2 Bedroom Private Terrace,63702305,Caroline,Manhattan,SoHo,40.72289,-73.9974,Entire home/apt,500,4,72,2019-07-01,1.8,1,330,6,0.0,0.66
33028,26055132,"Private room, Queens NY with free street parking",6879271,Béla,Queens,Glendale,40.70267,-73.88663,Private room,83,2,4,2019-04-09,0.32,1,364,9,0.5106,0.96
33671,26669041,A Cozy Single bed for Female Girls,200479961,Fei,Brooklyn,East New York,40.6757,-73.87657,Shared room,25,2,26,2019-06-04,2.25,1,50,7,0.0,0.68
28387,22047988,Quick access to the city for cheap,49139686,David,Manhattan,Harlem,40.82442,-73.9485,Private room,55,3,4,2018-01-01,0.21,1,0,7,0.0,0.68
19326,15421244,La Casa in Brooklyn: Stylish Apt. with Patio,98828133,Noelky,Brooklyn,Crown Heights,40.67183,-73.94934,Entire home/apt,160,2,129,2019-07-07,3.91,1,220,10,0.0,0.88
33978,26911755,Eclectic sun-filled LES one bedroom,16253164,K,Manhattan,Lower East Side,40.71536,-73.98951,Entire home/apt,110,5,3,2019-03-16,0.28,1,1,5,0.0,0.7
22037,17730939,Large bright bedroom,369015,Thai,Bronx,Pelham Gardens,40.86437,-73.83863,Private room,43,20,6,2019-06-23,0.69,2,104,3,0.4404,0.4
35183,27909175,Heart of Harlem,174663454,Anthony J,Manhattan,Harlem,40.80672,-73.94993,Private room,70,1,47,2019-06-28,4.45,1,10,3,0.0,0.3
24760,19878366,"@Ferry,Large Private Rm,Renovated/Stylish,Views...",117492425,Dine,Staten Island,St. George,40.64478,-74.07897,Private room,33,4,63,2019-07-03,2.78,6,197,11,0.0,1.0
1997,880424,★Beautiful Home Away From Home★,3549531,Jeremy,Brooklyn,Prospect-Lefferts Gardens,40.65514,-73.95956,Private room,60,1,109,2019-06-04,1.52,1,2,5,0.0,0.62
34629,27468323,*Cozy Room in Manhattan with Private Living Room*,207003851,Carlos Ivan,Manhattan,East Harlem,40.79917,-73.93716,Private room,111,3,9,2018-11-29,0.88,1,3,10,0.0,0.98
2190,1023181,"LOCATION/garden!(FEMALE only, next to girl's room)",4932354,Mitty,Brooklyn,Prospect Heights,40.6787,-73.97065,Private room,50,3,138,2019-06-22,1.82,4,315,12,0.0,1.0
12066,9383406,ENTIRE Upper East Side Loft Apartment,6991164,Mike,Manhattan,Upper East Side,40.76854,-73.95532,Private room,199,1,49,2019-06-17,1.11,1,230,6,0.0,0.74
28956,22303956,LARGE Best Loc & View of NYC! 10 Min to Time Sqr,44682387,Sky,Brooklyn,Greenpoint,40.72857,-73.95688,Private room,195,2,72,2019-07-01,3.93,2,165,13,0.6696,0.96
18781,14869440,Crown Heights 1 BR w/ Style,7128634,Landon,Brooklyn,Crown Heights,40.67541,-73.95221,Entire home/apt,148,2,16,2018-09-30,0.49,1,0,6,0.0,0.54
23698,19160504,Studio Bushwick (shared bathroom apt next door),133975955,Ivanna And Emmanuel,Brooklyn,Williamsburg,40.70533,-73.92778,Entire home/apt,55,3,78,2019-06-23,3.1,1,25,9,0.0,0.94
37227,29583389,PERFECT WILLIAMSBURG PLACE W/ BACKYARD OASIS,20283518,Jamie,Brooklyn,Williamsburg,40.70516,-73.94423,Private room,85,2,34,2019-06-21,4.0,1,74,6,0.5719,0.88
42417,32919210,"Private room,1 min from Subway,20 min to Manhattan",245258532,Elena,Queens,Kew Gardens,40.713,-73.83101,Private room,45,2,16,2019-07-05,4.1,2,6,8,0.0,1.0
30437,23544588,Spacious Apartment in the heart of Manhattan!,30672354,Malin,Manhattan,Flatiron District,40.74016,-73.98735,Entire home/apt,290,5,4,2018-07-27,0.24,2,69,8,0.0,0.9
13250,9990200,Artist Escape With Private Terrace,4878363,Jessie,Brooklyn,Bedford-Stuyvesant,40.68624,-73.94349,Private room,25,1,7,2018-08-28,0.19,2,8,5,0.1779,0.68
45346,34686293,"Inviting , Cozy and Clean and room like home.",131234868,Salome,Manhattan,Washington Heights,40.85658,-73.93021,Private room,125,3,1,2019-07-03,1.0,1,81,10,0.7579,0.9
31908,24906413,Sunny Bushwick apartment,84453766,Allison,Brooklyn,Williamsburg,40.70229,-73.93774,Private room,80,10,1,2018-05-07,0.07,1,0,3,0.4215,0.48
8177,6304002,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.68563,-73.94953,Private room,60,30,23,2019-03-29,0.48,8,244,7,0.296,0.98
26529,21110709,Smart 3BR in Trendy Astoria - 8 min to N/W Subway,59959974,Russell,Queens,Astoria,40.7726,-73.92298,Entire home/apt,180,4,41,2019-07-05,2.22,1,120,11,0.4019,0.98
9311,7113393,King size Bed/room in 2 Bed Apt in E.Williamsburg,26998839,Shahar,Brooklyn,Williamsburg,40.70675,-73.93909,Private room,85,11,7,2016-09-17,0.14,2,316,9,0.0,0.98
